class;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-root;stem-surface;stem-color;veil-type;veil-color;has-ring;ring-type;spore-print-color;habitat;season
[p];4.5;x;g;o;f;a;d;p;10.08;2.58;;;o;;;f;f;;h;a
[p];6.03;x;g;o;f;a;d;p;11.15;6.52;;;o;;;f;f;;d;a
[p];4.95;x;g;n;f;a;d;p;12.47;5.04;;;o;;;f;f;;d;a
[p];4.88;x;g;o;f;a;d;p;9.19;6.06;;;o;;;f;f;;h;a
[p];4.1;x;g;n;f;a;d;p;9.85;2.97;;;o;;;f;f;;d;a
[p];5.43;x;g;n;f;a;d;p;10.87;6.46;;;o;;;f;f;;h;a
[p];4.48;x;g;o;f;a;d;p;9.75;3.51;;;o;;;f;f;;d;a
[p];4.82;x;g;n;f;a;d;p;8.97;4.03;;;o;;;f;f;;h;a
[p];4.46;x;g;o;f;a;d;p;11.23;4.92;;;o;;;f;f;;h;a
[p];5.82;x;g;n;f;a;d;p;11.18;4.82;;;o;;;f;f;;d;a
[p];3.19;x;g;n;f;a;d;p;11.44;7.73;;;o;;;f;f;;h;a
[p];5.82;x;g;o;f;a;d;p;12.04;6.71;;;o;;;f;f;;d;a
[p];5.82;x;g;n;f;a;d;p;10.99;5.0;;;o;;;f;f;;d;a
[p];4.16;x;g;o;f;a;d;p;11.4;3.58;;;o;;;f;f;;h;a
[p];5.97;x;g;o;f;a;d;p;11.98;3.88;;;o;;;f;f;;h;a
[p];3.94;x;g;n;f;a;d;p;10.29;1.57;;;o;;;f;f;;h;a
[p];5.87;x;g;o;f;a;d;p;12.57;5.49;;;o;;;f;f;;h;a
[p];3.44;x;g;n;f;a;d;p;9.68;3.87;;;o;;;f;f;;h;a
[p];4.5;x;g;n;f;a;d;p;10.61;5.81;;;o;;;f;f;;d;a
[p];3.49;x;g;n;f;a;d;p;8.93;0.54;;;o;;;f;f;;h;a
[p];4.27;x;g;n;f;a;d;p;12.47;7.17;;;o;;;f;f;;h;a
[p];3.39;x;g;o;f;a;d;p;10.48;2.48;;;o;;;f;f;;d;a
[p];4.44;x;g;n;f;a;d;p;11.65;6.37;;;o;;;f;f;;d;a
[p];4.01;x;g;o;f;a;d;p;11.18;5.58;;;o;;;f;f;;d;a
[p];4.08;x;g;n;f;a;d;p;11.9;5.33;;;o;;;f;f;;h;a
[p];5.33;x;g;o;f;a;d;p;13.23;7.95;;;o;;;f;f;;h;a
[p];3.99;x;g;o;f;a;d;p;10.4;2.72;;;o;;;f;f;;d;a
[p];4.18;x;g;o;f;a;d;p;10.79;4.95;;;o;;;f;f;;h;a
[p];4.37;x;g;n;f;a;d;p;11.16;6.4;;;o;;;f;f;;d;a
[p];3.96;x;g;o;f;a;d;p;9.72;4.87;;;o;;;f;f;;d;a
[p];6.58;x;g;o;f;a;d;p;13.05;7.46;;;o;;;f;f;;d;a
[p];4.55;x;g;o;f;a;d;p;11.39;7.75;;;o;;;f;f;;d;a
[p];4.57;x;g;o;f;a;d;p;9.35;5.04;;;o;;;f;f;;h;a
[p];4.61;x;g;n;f;a;d;p;11.84;6.0;;;o;;;f;f;;d;a
[p];4.62;x;g;n;f;a;d;p;10.84;6.07;;;o;;;f;f;;h;a
[p];2.92;x;g;o;f;a;d;p;9.82;2.39;;;o;;;f;f;;d;a
[p];4.05;x;g;n;f;a;d;p;10.31;3.71;;;o;;;f;f;;h;a
[p];3.8;x;g;n;f;a;d;p;11.18;4.92;;;o;;;f;f;;d;a
[p];5.44;x;g;n;f;a;d;p;10.89;6.32;;;o;;;f;f;;d;a
[p];4.57;x;g;o;f;a;d;p;11.81;6.22;;;o;;;f;f;;h;a
[p];4.07;x;g;n;f;a;d;p;13.16;4.1;;;o;;;f;f;;h;a
[p];3.23;x;g;o;f;a;d;p;8.98;3.69;;;o;;;f;f;;h;a
[p];2.78;x;g;o;f;a;d;p;10.84;4.23;;;o;;;f;f;;h;a
[p];3.55;x;g;o;f;a;d;p;10.71;5.73;;;o;;;f;f;;h;a
[p];3.74;x;g;o;f;a;d;p;9.83;2.14;;;o;;;f;f;;d;a
[p];4.09;x;g;o;f;a;d;p;12.72;4.8;;;o;;;f;f;;d;a
[p];3.81;x;g;o;f;a;d;p;8.99;3.87;;;o;;;f;f;;d;a
[p];4.49;x;g;n;f;a;d;p;13.16;5.04;;;o;;;f;f;;d;a
[p];5.27;x;g;o;f;a;d;p;10.27;4.54;;;o;;;f;f;;h;a
[p];4.29;x;g;n;f;a;d;p;12.5;7.54;;;o;;;f;f;;h;a
[p];4.71;x;g;n;f;a;d;p;11.97;6.31;;;o;;;f;f;;d;a
[p];4.44;x;g;o;f;a;d;p;12.99;7.9;;;o;;;f;f;;h;a
[p];5.42;x;g;o;f;a;d;p;12.05;4.33;;;o;;;f;f;;h;a
[p];3.19;x;g;o;f;a;d;p;10.58;4.28;;;o;;;f;f;;d;a
[p];3.83;x;g;n;f;a;d;p;8.82;5.33;;;o;;;f;f;;h;a
[p];5.45;x;g;o;f;a;d;p;12.4;5.64;;;o;;;f;f;;h;a
[p];5.58;x;g;o;f;a;d;p;12.17;6.79;;;o;;;f;f;;d;a
[p];2.63;x;g;o;f;a;d;p;12.59;6.05;;;o;;;f;f;;h;a
[p];4.29;x;g;o;f;a;d;p;10.86;5.2;;;o;;;f;f;;d;a
[p];6.48;x;g;o;f;a;d;p;13.4;7.68;;;o;;;f;f;;h;a
[p];5.45;x;g;n;f;a;d;p;8.87;3.05;;;o;;;f;f;;h;a
[p];1.77;x;g;n;f;a;d;p;8.13;2.92;;;o;;;f;f;;d;a
[p];5.76;x;g;o;f;a;d;p;12.68;5.43;;;o;;;f;f;;h;a
[p];5.25;x;g;n;f;a;d;p;10.33;4.9;;;o;;;f;f;;h;a
[p];4.68;x;g;o;f;a;d;p;9.86;4.25;;;o;;;f;f;;d;a
[p];4.95;x;g;n;f;a;d;p;13.99;6.58;;;o;;;f;f;;d;a
[p];4.81;x;g;n;f;a;d;p;12.28;4.69;;;o;;;f;f;;h;a
[p];3.74;x;g;o;f;a;d;p;10.65;2.94;;;o;;;f;f;;h;a
[p];4.88;x;g;o;f;a;d;p;12.73;3.77;;;o;;;f;f;;h;a
[p];7.3;x;g;n;f;a;d;p;12.6;9.84;;;o;;;f;f;;h;a
[p];3.65;x;g;o;f;a;d;p;12.44;5.98;;;o;;;f;f;;h;a
[p];3.17;x;g;o;f;a;d;p;11.4;5.19;;;o;;;f;f;;h;a
[p];4.04;x;g;n;f;a;d;p;11.74;4.02;;;o;;;f;f;;d;a
[p];4.07;x;g;o;f;a;d;p;9.14;3.82;;;o;;;f;f;;h;a
[p];5.12;x;g;n;f;a;d;p;9.32;4.39;;;o;;;f;f;;h;a
[p];6.19;x;g;n;f;a;d;p;13.02;7.16;;;o;;;f;f;;h;a
[p];5.69;x;g;o;f;a;d;p;13.03;5.71;;;o;;;f;f;;h;a
[p];5.26;x;g;o;f;a;d;p;12.59;5.1;;;o;;;f;f;;d;a
[p];6.01;x;g;n;f;a;d;p;12.33;5.27;;;o;;;f;f;;d;a
[p];3.49;x;g;n;f;a;d;p;11.36;6.12;;;o;;;f;f;;d;a
[p];5.7;x;g;o;f;a;d;p;12.73;5.23;;;o;;;f;f;;d;a
[p];3.94;x;g;o;f;a;d;p;8.48;2.83;;;o;;;f;f;;h;a
[p];3.36;x;g;o;f;a;d;p;9.83;3.98;;;o;;;f;f;;d;a
[p];2.04;x;g;n;f;a;d;p;10.48;5.38;;;o;;;f;f;;h;a
[p];6.18;x;g;o;f;a;d;p;10.89;4.77;;;o;;;f;f;;h;a
[p];5.4;x;g;n;f;a;d;p;10.59;3.07;;;o;;;f;f;;d;a
[p];3.32;x;g;n;f;a;d;p;10.18;3.76;;;o;;;f;f;;h;a
[p];4.95;x;g;o;f;a;d;p;10.96;5.97;;;o;;;f;f;;h;a
[p];2.74;x;g;o;f;a;d;p;9.8;4.18;;;o;;;f;f;;h;a
[p];2.07;x;g;o;f;a;d;p;10.65;5.63;;;o;;;f;f;;d;a
[p];1.87;x;g;o;f;a;d;p;8.69;0.83;;;o;;;f;f;;d;a
[p];3.25;x;g;n;f;a;d;p;9.88;5.57;;;o;;;f;f;;d;a
[p];5.27;x;g;n;f;a;d;p;10.68;3.33;;;o;;;f;f;;d;a
[p];2.91;x;g;o;f;a;d;p;10.36;4.35;;;o;;;f;f;;d;a
[p];4.0;x;g;n;f;a;d;p;11.83;4.88;;;o;;;f;f;;d;a
[p];5.18;x;g;o;f;a;d;p;12.78;5.42;;;o;;;f;f;;d;a
[p];6.7;x;g;n;f;a;d;p;13.34;7.81;;;o;;;f;f;;h;a
[p];5.34;x;g;n;f;a;d;p;11.88;5.78;;;o;;;f;f;;d;a
[p];5.03;x;g;n;f;a;d;p;12.45;4.43;;;o;;;f;f;;h;a
[p];4.25;x;g;o;f;a;d;p;11.85;5.8;;;o;;;f;f;;d;a
[p];4.19;x;g;n;f;a;d;p;11.64;5.82;;;o;;;f;f;;h;a
[p];4.55;x;g;n;f;a;d;p;11.24;5.42;;;o;;;f;f;;h;a
[p];4.61;x;g;n;f;a;d;p;10.39;4.56;;;o;;;f;f;;h;a
[p];5.64;x;g;o;f;a;d;p;10.46;3.64;;;o;;;f;f;;h;a
[p];3.47;x;g;o;f;a;d;p;9.87;2.28;;;o;;;f;f;;d;a
[p];4.39;x;g;o;f;a;d;p;11.09;5.82;;;o;;;f;f;;h;a
[p];3.99;x;g;o;f;a;d;p;11.26;5.44;;;o;;;f;f;;d;a
[p];3.98;x;g;n;f;a;d;p;12.48;7.11;;;o;;;f;f;;d;a
[p];4.64;x;g;o;f;a;d;p;11.22;4.73;;;o;;;f;f;;d;a
[p];6.26;x;g;n;f;a;d;p;11.3;6.07;;;o;;;f;f;;d;a
[p];2.94;x;g;o;f;a;d;p;9.72;2.97;;;o;;;f;f;;h;a
[p];4.48;x;g;n;f;a;d;p;7.66;2.71;;;o;;;f;f;;d;a
[p];5.83;x;g;n;f;a;d;p;11.8;4.83;;;o;;;f;f;;d;a
[p];4.34;x;g;o;f;a;d;p;12.06;5.46;;;o;;;f;f;;h;a
[p];4.83;x;g;o;f;a;d;p;11.49;3.98;;;o;;;f;f;;d;a
[p];3.74;x;g;n;f;a;d;p;9.55;5.0;;;o;;;f;f;;d;a
[p];5.16;x;g;n;f;a;d;p;11.68;4.5;;;o;;;f;f;;d;a
[p];4.15;x;g;n;f;a;d;p;11.73;4.99;;;o;;;f;f;;h;a
[p];5.33;x;g;n;f;a;d;p;11.64;6.41;;;o;;;f;f;;d;a
[p];4.27;x;g;n;f;a;d;p;10.97;7.12;;;o;;;f;f;;h;a
[p];2.79;x;g;n;f;a;d;p;10.04;4.82;;;o;;;f;f;;d;a
[p];3.62;x;g;n;f;a;d;p;10.25;4.66;;;o;;;f;f;;d;a
[p];4.25;x;g;n;f;a;d;p;11.63;7.27;;;o;;;f;f;;h;a
[p];3.79;x;g;n;f;a;d;p;9.46;5.25;;;o;;;f;f;;d;a
[p];5.79;x;g;o;f;a;d;p;12.77;9.65;;;o;;;f;f;;d;a
[p];2.54;x;g;o;f;a;d;p;12.14;6.37;;;o;;;f;f;;h;a
[p];5.28;x;g;n;f;a;d;p;11.06;6.41;;;o;;;f;f;;d;a
[p];5.97;x;g;n;f;a;d;p;12.84;5.0;;;o;;;f;f;;d;a
[p];4.62;x;g;n;f;a;d;p;13.02;5.69;;;o;;;f;f;;h;a
[p];4.18;x;g;n;f;a;d;p;9.44;3.35;;;o;;;f;f;;h;a
[p];5.2;x;g;o;f;a;d;p;10.57;3.56;;;o;;;f;f;;h;a
[p];5.19;x;g;n;f;a;d;p;12.29;5.25;;;o;;;f;f;;d;a
[p];2.34;x;g;o;f;a;d;p;9.36;1.86;;;o;;;f;f;;d;a
[p];6.58;x;g;n;f;a;d;p;12.21;5.84;;;o;;;f;f;;d;a
[p];4.65;x;g;o;f;a;d;p;10.72;5.62;;;o;;;f;f;;d;a
[p];6.16;x;g;o;f;a;d;p;11.95;7.73;;;o;;;f;f;;d;a
[p];3.69;x;g;o;f;a;d;p;9.57;5.9;;;o;;;f;f;;h;a
[p];4.34;x;g;o;f;a;d;p;11.9;5.76;;;o;;;f;f;;h;a
[p];5.34;x;g;n;f;a;d;p;10.82;4.94;;;o;;;f;f;;d;a
[p];5.83;x;g;o;f;a;d;p;13.65;9.16;;;o;;;f;f;;d;a
[p];5.58;x;g;n;f;a;d;p;11.56;3.3;;;o;;;f;f;;d;a
[p];3.6;x;g;o;f;a;d;p;9.28;4.29;;;o;;;f;f;;d;a
[p];6.07;x;g;o;f;a;d;p;9.73;4.15;;;o;;;f;f;;d;a
[p];6.79;x;g;o;f;a;d;p;11.62;5.76;;;o;;;f;f;;h;a
[p];3.78;x;g;o;f;a;d;p;9.7;2.47;;;o;;;f;f;;h;a
[p];5.42;x;g;n;f;a;d;p;9.22;4.45;;;o;;;f;f;;h;a
[p];2.68;x;g;o;f;a;d;p;10.16;3.85;;;o;;;f;f;;h;a
[p];3.27;x;g;o;f;a;d;p;11.58;5.26;;;o;;;f;f;;h;a
[p];4.0;x;g;o;f;a;d;p;8.65;2.94;;;o;;;f;f;;d;a
[p];4.01;x;g;o;f;a;d;p;10.81;5.81;;;o;;;f;f;;d;a
[p];3.76;x;g;o;f;a;d;p;13.03;6.29;;;o;;;f;f;;h;a
[p];6.45;x;g;n;f;a;d;p;12.14;4.51;;;o;;;f;f;;d;a
[p];1.2;x;g;o;f;a;d;p;8.11;2.04;;;o;;;f;f;;d;a
[p];5.88;x;g;o;f;a;d;p;12.83;8.67;;;o;;;f;f;;h;a
[p];5.17;x;g;o;f;a;d;p;12.19;4.72;;;o;;;f;f;;h;a
[p];3.35;x;g;o;f;a;d;p;11.43;5.42;;;o;;;f;f;;d;a
[p];3.83;x;g;o;f;a;d;p;10.53;3.41;;;o;;;f;f;;h;a
[p];2.15;x;g;o;f;a;d;p;9.45;2.47;;;o;;;f;f;;h;a
[p];6.77;x;g;n;f;a;d;p;11.71;5.93;;;o;;;f;f;;d;a
[p];5.72;x;g;o;f;a;d;p;12.4;6.43;;;o;;;f;f;;d;a
[p];5.35;x;g;n;f;a;d;p;12.68;6.03;;;o;;;f;f;;d;a
[p];4.2;x;g;o;f;a;d;p;10.85;6.34;;;o;;;f;f;;d;a
[p];4.3;x;g;n;f;a;d;p;12.41;6.87;;;o;;;f;f;;h;a
[p];4.39;x;g;n;f;a;d;p;10.31;3.35;;;o;;;f;f;;d;a
[p];2.65;x;g;o;f;a;d;p;8.68;1.11;;;o;;;f;f;;d;a
[p];5.5;x;g;n;f;a;d;p;11.98;4.8;;;o;;;f;f;;h;a
[p];4.96;x;g;o;f;a;d;p;12.9;6.96;;;o;;;f;f;;d;a
[p];5.06;x;g;o;f;a;d;p;12.09;6.33;;;o;;;f;f;;h;a
[p];2.37;x;g;o;f;a;d;p;9.42;3.07;;;o;;;f;f;;d;a
[p];4.74;x;g;n;f;a;d;p;12.23;6.64;;;o;;;f;f;;h;a
[p];2.4;x;g;o;f;a;d;p;8.81;2.32;;;o;;;f;f;;d;a
[p];4.13;x;g;n;f;a;d;p;9.46;4.07;;;o;;;f;f;;h;a
[p];4.5;x;g;o;f;a;d;p;10.13;4.24;;;o;;;f;f;;d;a
[p];4.12;x;g;n;f;a;d;p;12.02;4.38;;;o;;;f;f;;h;a
[p];5.07;x;g;o;f;a;d;p;13.02;7.49;;;o;;;f;f;;d;a
[p];5.09;x;g;n;f;a;d;p;10.78;6.97;;;o;;;f;f;;d;a
[p];5.26;x;g;n;f;a;d;p;12.79;6.75;;;o;;;f;f;;h;a
[p];3.73;x;g;o;f;a;d;p;11.52;3.97;;;o;;;f;f;;d;a
[p];4.74;x;g;o;f;a;d;p;11.39;5.38;;;o;;;f;f;;h;a
[p];6.34;x;g;n;f;a;d;p;12.92;6.31;;;o;;;f;f;;d;a
[p];2.92;x;g;o;f;a;d;p;10.49;4.79;;;o;;;f;f;;h;a
[p];4.13;x;g;n;f;a;d;p;10.04;6.15;;;o;;;f;f;;d;a
[p];6.07;x;g;n;f;a;d;p;12.49;7.36;;;o;;;f;f;;h;a
[p];6.67;x;g;n;f;a;d;p;13.17;6.32;;;o;;;f;f;;h;a
[p];3.82;x;g;n;f;a;d;p;9.11;1.57;;;o;;;f;f;;h;a
[p];5.46;x;g;o;f;a;d;p;10.89;4.82;;;o;;;f;f;;d;a
[p];4.13;x;g;n;f;a;d;p;9.14;3.73;;;o;;;f;f;;d;a
[p];6.21;x;g;n;f;a;d;p;11.89;6.71;;;o;;;f;f;;h;a
[p];4.23;x;g;o;f;a;d;p;10.74;5.53;;;o;;;f;f;;d;a
[p];3.75;x;g;o;f;a;d;p;9.89;4.25;;;o;;;f;f;;d;a
[p];3.34;x;g;n;f;a;d;p;10.99;4.13;;;o;;;f;f;;h;a
[p];3.54;x;g;o;f;a;d;p;10.17;3.16;;;o;;;f;f;;h;a
[p];4.08;x;g;o;f;a;d;p;10.11;4.62;;;o;;;f;f;;h;a
[p];4.93;x;g;n;f;a;d;p;9.76;5.03;;;o;;;f;f;;d;a
[p];4.51;x;g;n;f;a;d;p;9.14;4.85;;;o;;;f;f;;d;a
[p];4.98;x;g;o;f;a;d;p;10.7;4.59;;;o;;;f;f;;d;a
[p];3.99;x;g;o;f;a;d;p;9.12;4.05;;;o;;;f;f;;d;a
[p];5.01;x;g;n;f;a;d;p;11.24;6.32;;;o;;;f;f;;d;a
[p];4.44;x;g;n;f;a;d;p;10.79;3.91;;;o;;;f;f;;h;a
[p];5.07;x;g;n;f;a;d;p;9.83;4.59;;;o;;;f;f;;d;a
[p];4.92;x;g;n;f;a;d;p;9.9;6.25;;;o;;;f;f;;d;a
[p];4.86;x;g;n;f;a;d;p;10.06;5.66;;;o;;;f;f;;d;a
[p];3.03;x;g;n;f;a;d;p;10.95;6.59;;;o;;;f;f;;d;a
[p];5.52;x;g;n;f;a;d;p;10.3;5.86;;;o;;;f;f;;d;a
[p];4.85;x;g;n;f;a;d;p;12.21;5.96;;;o;;;f;f;;d;a
[p];3.43;x;g;o;f;a;d;p;8.63;2.91;;;o;;;f;f;;h;a
[p];3.34;x;g;n;f;a;d;p;11.48;6.92;;;o;;;f;f;;d;a
[p];4.74;x;g;o;f;a;d;p;12.56;4.32;;;o;;;f;f;;h;a
[p];3.05;x;g;o;f;a;d;p;12.87;5.81;;;o;;;f;f;;d;a
[p];4.34;x;g;o;f;a;d;p;11.0;3.71;;;o;;;f;f;;h;a
[p];3.58;x;g;o;f;a;d;p;10.35;5.32;;;o;;;f;f;;h;a
[p];4.03;x;g;n;f;a;d;p;9.13;4.31;;;o;;;f;f;;d;a
[p];1.26;f;g;o;f;a;d;p;1.93;0.4;;;o;;;f;f;;d;u
[p];1.71;s;g;o;f;a;d;p;2.07;1.37;;;o;;;f;f;;d;u
[p];2.21;x;g;o;f;a;d;p;2.32;1.15;;;o;;;f;f;;d;u
[p];1.35;x;g;o;f;a;d;p;1.91;1.16;;;o;;;f;f;;d;u
[p];0.97;f;g;o;f;a;d;p;2.15;1.01;;;o;;;f;f;;d;a
[p];2.01;s;g;n;f;a;d;p;2.34;1.51;;;o;;;f;f;;d;u
[p];1.25;f;g;o;f;a;d;p;2.11;0.99;;;o;;;f;f;;d;a
[p];2.11;x;g;o;f;a;d;p;2.34;1.31;;;o;;;f;f;;d;a
[p];1.28;x;g;n;f;a;d;p;1.86;1.04;;;o;;;f;f;;d;a
[p];1.69;x;g;n;f;a;d;p;1.93;1.13;;;o;;;f;f;;d;a
[p];1.81;x;g;n;f;a;d;p;1.96;1.17;;;o;;;f;f;;d;a
[p];1.67;x;g;o;f;a;d;p;2.17;1.23;;;o;;;f;f;;d;u
[p];1.54;f;g;n;f;a;d;p;1.71;0.89;;;o;;;f;f;;d;a
[p];1.51;f;g;o;f;a;d;p;1.97;1.11;;;o;;;f;f;;d;u
[p];1.04;s;g;o;f;a;d;p;1.8;0.89;;;o;;;f;f;;d;u
[p];1.51;f;g;o;f;a;d;p;2.02;0.99;;;o;;;f;f;;d;a
[p];1.68;x;g;o;f;a;d;p;2.24;1.26;;;o;;;f;f;;d;a
[p];1.46;f;g;n;f;a;d;p;1.88;0.86;;;o;;;f;f;;d;u
[p];1.23;x;g;n;f;a;d;p;1.85;0.31;;;o;;;f;f;;d;a
[p];1.15;s;g;n;f;a;d;p;1.78;0.92;;;o;;;f;f;;d;a
[p];1.54;x;g;n;f;a;d;p;2.22;1.28;;;o;;;f;f;;d;a
[p];1.14;x;g;n;f;a;d;p;2.02;0.93;;;o;;;f;f;;d;a
[p];1.81;x;g;n;f;a;d;p;2.09;1.09;;;o;;;f;f;;d;u
[p];1.27;f;g;o;f;a;d;p;1.57;0.34;;;o;;;f;f;;d;u
[p];2.26;f;g;n;f;a;d;p;2.07;1.29;;;o;;;f;f;;d;u
[p];1.4;s;g;o;f;a;d;p;1.81;0.58;;;o;;;f;f;;d;a
[p];1.73;f;g;n;f;a;d;p;2.21;1.12;;;o;;;f;f;;d;a
[p];1.56;s;g;n;f;a;d;p;2.29;1.78;;;o;;;f;f;;d;u
[p];1.83;f;g;n;f;a;d;p;1.99;0.83;;;o;;;f;f;;d;a
[p];1.66;x;g;n;f;a;d;p;2.01;0.47;;;o;;;f;f;;d;a
[p];1.44;s;g;n;f;a;d;p;1.79;0.8;;;o;;;f;f;;d;u
[p];1.14;f;g;o;f;a;d;p;1.99;0.72;;;o;;;f;f;;d;u
[p];2.33;s;g;o;f;a;d;p;2.16;1.6;;;o;;;f;f;;d;u
[p];1.74;x;g;n;f;a;d;p;2.14;1.67;;;o;;;f;f;;d;a
[p];1.32;x;g;n;f;a;d;p;2.07;1.18;;;o;;;f;f;;d;a
[p];1.65;x;g;n;f;a;d;p;2.13;0.94;;;o;;;f;f;;d;a
[p];1.54;s;g;o;f;a;d;p;2.03;0.83;;;o;;;f;f;;d;a
[p];1.6;s;g;n;f;a;d;p;2.17;1.3;;;o;;;f;f;;d;a
[p];2.03;f;g;n;f;a;d;p;2.36;1.3;;;o;;;f;f;;d;u
[p];1.03;x;g;o;f;a;d;p;2.02;0.92;;;o;;;f;f;;d;a
[p];1.74;s;g;n;f;a;d;p;1.94;1.08;;;o;;;f;f;;d;u
[p];1.53;x;g;n;f;a;d;p;2.04;0.72;;;o;;;f;f;;d;a
[p];1.22;x;g;o;f;a;d;p;2.01;0.95;;;o;;;f;f;;d;u
[p];1.67;s;g;o;f;a;d;p;1.85;0.85;;;o;;;f;f;;d;u
[p];1.96;s;g;n;f;a;d;p;2.23;1.34;;;o;;;f;f;;d;u
[p];1.19;x;g;n;f;a;d;p;1.84;0.54;;;o;;;f;f;;d;u
[p];1.95;x;g;o;f;a;d;p;1.92;0.56;;;o;;;f;f;;d;u
[p];1.89;f;g;o;f;a;d;p;1.94;1.29;;;o;;;f;f;;d;u
[p];1.98;s;g;n;f;a;d;p;1.9;0.96;;;o;;;f;f;;d;u
[p];1.56;x;g;n;f;a;d;p;2.31;1.62;;;o;;;f;f;;d;u
[p];1.45;f;g;o;f;a;d;p;2.02;0.96;;;o;;;f;f;;d;u
[p];1.61;f;g;o;f;a;d;p;2.03;0.86;;;o;;;f;f;;d;u
[p];1.17;x;g;n;f;a;d;p;1.92;0.72;;;o;;;f;f;;d;a
[p];1.01;s;g;n;f;a;d;p;2.03;0.82;;;o;;;f;f;;d;a
[p];1.37;s;g;n;f;a;d;p;1.93;1.02;;;o;;;f;f;;d;u
[p];1.34;f;g;o;f;a;d;p;2.07;1.02;;;o;;;f;f;;d;a
[p];2.35;x;g;n;f;a;d;p;2.13;1.4;;;o;;;f;f;;d;u
[p];1.58;s;g;o;f;a;d;p;2.02;1.1;;;o;;;f;f;;d;u
[p];1.39;f;g;o;f;a;d;p;1.94;1.09;;;o;;;f;f;;d;a
[p];1.07;s;g;o;f;a;d;p;1.91;0.65;;;o;;;f;f;;d;a
[p];1.4;s;g;o;f;a;d;p;1.87;0.83;;;o;;;f;f;;d;u
[p];1.41;f;g;n;f;a;d;p;2.02;1.16;;;o;;;f;f;;d;a
[p];2.06;x;g;n;f;a;d;p;2.53;1.83;;;o;;;f;f;;d;u
[p];1.68;f;g;o;f;a;d;p;1.81;0.93;;;o;;;f;f;;d;a
[p];1.75;s;g;o;f;a;d;p;2.16;0.85;;;o;;;f;f;;d;u
[p];1.64;f;g;o;f;a;d;p;1.82;0.99;;;o;;;f;f;;d;a
[p];1.66;s;g;o;f;a;d;p;1.8;0.72;;;o;;;f;f;;d;a
[p];1.49;s;g;n;f;a;d;p;2.0;0.88;;;o;;;f;f;;d;u
[p];1.52;s;g;o;f;a;d;p;2.02;1.55;;;o;;;f;f;;d;u
[p];1.46;s;g;n;f;a;d;p;1.91;0.82;;;o;;;f;f;;d;u
[p];2.2;x;g;o;f;a;d;p;2.03;1.2;;;o;;;f;f;;d;u
[p];1.56;s;g;n;f;a;d;p;1.7;0.7;;;o;;;f;f;;d;u
[p];1.44;x;g;o;f;a;d;p;1.99;1.14;;;o;;;f;f;;d;a
[p];1.87;f;g;o;f;a;d;p;1.85;0.78;;;o;;;f;f;;d;u
[p];1.38;f;g;o;f;a;d;p;2.32;0.94;;;o;;;f;f;;d;u
[p];1.29;s;g;o;f;a;d;p;1.87;1.22;;;o;;;f;f;;d;a
[p];1.21;f;g;o;f;a;d;p;2.02;1.3;;;o;;;f;f;;d;u
[p];1.55;s;g;o;f;a;d;p;2.25;1.61;;;o;;;f;f;;d;a
[p];1.55;f;g;o;f;a;d;p;2.02;0.97;;;o;;;f;f;;d;u
[p];1.37;s;g;n;f;a;d;p;1.76;0.83;;;o;;;f;f;;d;a
[p];1.8;s;g;o;f;a;d;p;2.13;1.1;;;o;;;f;f;;d;u
[p];1.88;s;g;o;f;a;d;p;2.06;1.53;;;o;;;f;f;;d;u
[p];1.52;s;g;o;f;a;d;p;2.08;1.08;;;o;;;f;f;;d;a
[p];2.32;f;g;n;f;a;d;p;2.06;1.1;;;o;;;f;f;;d;u
[p];1.7;s;g;n;f;a;d;p;1.84;1.24;;;o;;;f;f;;d;a
[p];1.41;f;g;o;f;a;d;p;1.87;0.88;;;o;;;f;f;;d;u
[p];2.03;f;g;n;f;a;d;p;2.24;1.32;;;o;;;f;f;;d;a
[p];0.77;f;g;n;f;a;d;p;1.83;1.05;;;o;;;f;f;;d;u
[p];1.88;f;g;n;f;a;d;p;1.95;0.8;;;o;;;f;f;;d;a
[p];1.09;x;g;o;f;a;d;p;1.92;0.86;;;o;;;f;f;;d;u
[p];1.53;x;g;n;f;a;d;p;1.89;0.78;;;o;;;f;f;;d;u
[p];1.77;x;g;n;f;a;d;p;2.06;1.04;;;o;;;f;f;;d;a
[p];1.65;f;g;n;f;a;d;p;2.16;1.0;;;o;;;f;f;;d;u
[p];1.47;f;g;n;f;a;d;p;2.26;1.33;;;o;;;f;f;;d;a
[p];1.78;x;g;o;f;a;d;p;1.95;1.29;;;o;;;f;f;;d;u
[p];1.15;x;g;n;f;a;d;p;1.73;1.28;;;o;;;f;f;;d;a
[p];1.96;x;g;n;f;a;d;p;2.28;1.64;;;o;;;f;f;;d;a
[p];0.98;s;g;o;f;a;d;p;2.08;0.91;;;o;;;f;f;;d;a
[p];1.4;x;g;o;f;a;d;p;1.91;0.75;;;o;;;f;f;;d;a
[p];1.28;f;g;o;f;a;d;p;1.95;1.31;;;o;;;f;f;;d;a
[p];1.1;x;g;n;f;a;d;p;1.94;0.68;;;o;;;f;f;;d;u
[p];1.27;f;g;n;f;a;d;p;1.83;0.56;;;o;;;f;f;;d;u
[p];1.64;f;g;o;f;a;d;p;1.7;0.7;;;o;;;f;f;;d;a
