class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
[e],5.67,o,t,y,t,f,f,f,4.21,3.73,e,y,n,p,f,f,f,n,d,u
[e],9.45,x,s,b,f,f,f,f,9.91,17.84,e,s,g,p,f,f,f,n,d,a
[p],3.29,f,s,b,f,a,c,n,6.28,2.65,e,s,b,p,w,t,r,b,d,s
[p],1.59,x,s,n,t,x,d,y,3.73,2.46,e,y,y,p,f,f,f,w,l,u
[p],6.47,s,i,p,t,d,c,p,4.18,13.72,e,s,w,p,f,f,f,w,d,a
[e],0.74,x,s,y,f,f,f,f,2.48,2.5,e,s,y,p,f,f,f,y,d,u
[e],1.52,x,s,y,f,f,f,f,2.35,4.51,e,s,y,p,f,f,f,y,d,a
[e],6.51,x,s,e,t,a,c,w,5.02,17.35,e,s,n,p,f,f,f,w,d,u
[e],9.45,x,w,y,f,f,f,f,8.96,24.1,c,s,n,p,f,f,f,n,d,a
[p],2.03,x,t,n,t,x,d,e,4.57,2.45,e,y,e,p,f,f,f,w,l,a
[p],9.96,f,s,e,f,d,c,y,7.81,24.08,e,s,w,p,f,f,f,o,d,a
[e],5.76,x,w,o,t,a,c,w,6.65,10.24,e,s,b,p,f,f,f,w,d,a
[p],3.64,x,s,n,t,e,c,w,6.96,6.23,s,y,w,p,w,t,e,w,d,a
[p],5.54,f,y,w,f,e,c,w,8.4,8.77,s,s,w,u,w,t,r,w,d,a
[p],4.59,f,k,g,f,a,c,g,5.35,7.16,e,s,g,p,f,f,f,p,d,s
[e],5.43,f,s,o,f,a,c,o,5.22,5.83,e,s,w,p,f,f,f,n,d,a
[p],6.06,x,y,r,t,d,c,p,2.63,12.41,e,t,r,p,f,f,f,w,d,u
[p],3.68,f,t,p,f,a,c,w,2.67,0.42,e,s,w,p,f,f,f,w,g,u
[e],7.71,o,w,n,t,f,f,f,7.69,49.18,e,w,w,p,f,f,f,w,d,s
[e],4.5,f,s,n,f,a,c,o,5.42,6.69,e,s,o,p,f,f,f,n,d,u
[e],5.47,x,i,n,f,e,c,n,4.8,15.7,e,s,w,p,w,t,e,n,m,u
[e],7.38,x,s,u,t,a,c,w,4.48,13.42,e,s,w,p,f,f,f,w,d,s
[p],3.24,c,s,b,f,a,d,p,4.54,6.08,e,g,n,p,f,f,f,p,d,s
[e],6.27,f,t,o,t,d,c,o,5.94,14.39,e,t,o,p,f,f,f,y,d,a
[p],6.41,f,s,p,f,s,c,w,5.38,8.47,e,k,b,p,f,f,f,w,g,u
[e],4.97,x,w,n,t,d,c,w,6.53,8.29,e,g,b,p,f,f,f,w,d,a
[e],2.75,x,k,o,f,d,d,o,7.43,5.62,e,s,o,p,f,f,f,w,d,u
[p],1.42,x,t,y,t,x,d,y,4.31,2.45,e,y,y,p,f,f,f,w,l,u
[p],10.11,f,t,y,t,e,c,w,11.08,10.69,b,y,y,u,y,t,r,w,u,u
[p],5.29,f,s,e,f,x,d,y,6.19,4.06,e,f,o,p,f,f,f,w,d,s
[p],5.84,f,s,y,t,s,c,y,4.65,13.92,e,s,n,p,f,f,f,b,d,a
[e],5.47,s,s,w,t,a,c,w,4.66,8.01,e,s,n,p,f,f,f,w,d,a
[p],10.88,s,s,o,f,d,c,o,12.47,13.33,e,s,o,p,f,f,f,w,d,a
[p],7.85,b,y,n,f,a,c,y,6.15,2.07,e,k,y,p,w,t,c,n,d,a
[p],5.57,x,i,n,t,f,f,f,7.71,12.43,e,y,e,p,f,f,f,n,d,a
[e],6.67,x,s,n,f,d,c,g,6.39,10.95,s,s,w,p,f,f,f,p,d,u
[p],10.9,x,t,n,t,d,c,w,6.59,19.17,e,s,n,p,f,f,f,y,d,a
[e],7.1,f,y,b,f,a,c,w,5.42,14.64,e,y,n,p,w,t,e,w,d,u
[p],10.55,s,i,y,t,d,c,n,9.85,26.92,e,s,y,p,f,f,f,w,d,u
[p],15.5,x,t,g,t,d,c,u,7.34,20.83,e,s,w,p,f,f,f,y,d,a
[e],3.93,x,t,b,f,d,d,w,6.61,0.58,e,s,w,p,f,f,f,w,d,u
[e],11.3,x,s,u,t,a,c,w,7.97,23.2,e,s,w,p,f,f,f,y,d,u
[e],6.64,c,g,g,f,e,c,w,14.11,13.82,e,k,w,u,w,f,f,w,d,u
[e],12.33,x,s,n,f,f,f,f,8.39,9.79,s,y,y,p,f,f,f,n,d,a
[e],6.84,f,s,u,f,a,c,y,4.2,1.18,s,s,w,p,f,f,f,y,d,a
[p],11.96,x,s,w,f,e,c,w,15.27,15.76,b,s,w,u,w,t,l,w,d,u
[p],6.89,f,t,o,t,a,c,w,3.66,18.56,e,s,o,p,f,f,f,b,d,a
[e],7.71,o,t,y,t,f,f,f,6.35,3.31,e,y,n,p,f,f,f,n,d,a
[p],5.08,x,t,e,t,a,c,w,2.9,16.92,e,s,o,p,f,f,f,b,d,u
[p],7.94,f,s,e,f,a,d,w,5.33,14.93,e,s,w,p,f,f,f,b,d,a
[p],6.57,x,y,o,f,e,c,y,11.18,13.68,b,y,y,u,y,t,r,w,d,u
[e],6.23,x,t,y,t,f,f,f,7.15,4.56,e,y,n,p,f,f,f,n,d,u
[p],13.22,x,s,y,f,a,c,w,11.2,31.04,e,s,e,p,f,f,f,b,b,a
[p],3.16,p,g,g,f,a,c,k,1.56,2.6,e,i,w,u,g,f,f,k,u,u
[p],9.89,x,s,b,t,d,c,w,4.07,19.87,e,s,p,p,f,f,f,y,d,u
[e],2.81,s,s,o,f,f,f,f,3.52,4.97,e,s,y,p,f,f,f,y,d,u
[e],4.95,s,s,w,t,d,c,w,4.38,7.91,e,s,w,p,f,f,f,w,d,a
[e],5.24,f,t,y,f,d,d,w,4.1,10.4,e,s,w,p,f,f,f,w,d,u
[p],1.78,x,t,y,t,x,d,e,3.71,2.51,e,y,y,p,f,f,f,w,l,u
[e],16.27,x,s,y,f,f,f,f,7.6,17.5,c,s,w,p,f,f,f,y,d,u
[p],20.37,f,s,n,t,e,c,n,18.44,21.76,e,s,w,p,w,t,l,r,m,u
[p],13.47,x,s,n,t,d,c,w,6.91,29.14,e,s,n,p,f,f,f,y,d,u
[p],5.87,x,s,e,t,a,c,e,3.46,18.23,e,s,e,p,f,f,f,b,d,u
[p],7.06,f,t,e,t,x,c,n,6.65,16.35,e,y,o,p,f,f,f,w,d,a
[p],2.68,o,w,k,f,f,f,f,3.29,7.28,e,g,w,p,f,f,f,w,d,a
[e],7.72,x,i,n,f,f,f,f,6.13,9.37,b,s,n,p,w,t,e,n,d,a
[e],12.63,x,s,w,t,e,c,p,12.27,15.62,s,s,w,p,w,t,r,n,d,u
[p],3.93,x,t,n,t,s,c,b,3.42,9.48,e,s,n,p,f,f,f,b,d,a
[e],9.75,x,t,o,f,e,c,y,10.56,11.13,b,s,y,u,w,t,r,w,d,a
[e],6.67,o,w,e,t,f,f,f,6.67,45.05,e,w,w,p,f,f,f,w,d,s
[p],10.07,x,t,w,f,e,c,w,13.81,14.91,b,y,w,u,w,t,l,w,d,u
[p],5.88,f,s,n,t,d,c,w,7.29,6.12,e,s,b,p,f,f,f,b,d,u
[e],19.1,f,f,u,t,d,c,p,4.62,19.98,e,t,w,p,f,f,f,w,d,u
[p],11.2,x,s,o,f,d,c,o,13.08,14.07,e,s,o,p,f,f,f,w,g,a
[e],14.47,x,s,n,f,f,f,f,8.28,20.5,c,s,w,p,f,f,f,n,d,u
[p],7.69,f,t,e,t,x,c,e,6.1,15.7,e,i,o,p,f,f,f,w,d,a
[p],8.1,s,s,n,f,s,c,b,5.49,9.58,e,k,w,p,f,f,f,w,g,u
[e],12.55,x,s,y,f,f,f,f,7.14,10.98,s,y,y,p,f,f,f,y,d,u
[e],6.23,s,w,n,t,a,c,w,6.51,12.38,e,s,b,p,f,f,f,w,d,u
[e],5.2,x,s,y,f,f,f,f,8.53,10.98,e,t,y,p,f,f,f,n,d,u
[p],7.59,f,s,b,f,e,c,w,11.18,13.1,b,s,w,u,y,t,r,w,d,a
[e],10.09,x,s,w,t,e,c,p,13.52,11.53,s,s,w,p,y,t,r,n,d,u
[e],6.09,x,s,y,f,e,c,p,8.69,7.36,e,k,y,p,f,f,f,p,d,u
[e],6.56,f,s,n,f,d,c,g,6.42,9.71,s,s,w,p,f,f,f,p,d,a
[p],7.85,s,i,w,t,d,c,w,6.13,17.23,e,s,p,p,f,f,f,w,d,u
[e],5.22,x,s,o,f,a,c,n,6.49,6.96,e,s,n,p,w,t,e,b,d,a
[e],7.59,x,s,w,f,d,c,w,6.49,1.29,e,i,w,p,f,f,f,g,d,a
[e],4.37,x,t,w,f,d,d,w,4.6,0.38,e,s,w,p,f,f,f,w,w,a
[p],6.37,f,s,e,t,a,c,w,5.24,22.52,e,s,y,p,f,f,f,b,d,a
[e],2.98,f,s,p,f,f,f,f,1.93,7.68,e,s,p,p,f,f,f,p,d,u
[p],0.56,p,i,g,f,a,c,k,1.44,3.19,e,i,w,u,g,f,f,k,u,a
[p],6.57,f,t,o,f,a,d,w,5.24,12.62,e,s,w,p,f,f,f,b,d,u
[e],8.34,f,y,r,f,e,c,w,5.83,26.71,e,s,w,p,f,f,f,w,d,u
[p],2.89,c,g,b,f,x,d,w,7.13,3.22,r,f,g,p,f,f,f,w,d,u
[p],10.09,s,d,n,t,a,c,y,6.04,11.7,e,s,o,p,f,f,f,y,h,u
[e],2.52,x,s,e,f,f,f,f,2.67,10.72,e,s,e,p,f,f,f,p,d,a
[p],8.27,x,s,w,t,d,c,k,3.96,17.74,e,s,w,p,f,f,f,w,d,a
[p],2.55,o,w,g,f,f,f,f,3.17,7.14,e,g,w,p,f,f,f,w,d,s
[p],14.13,s,s,p,t,a,c,w,5.18,25.91,e,s,w,p,f,f,f,y,d,u
[p],11.07,x,y,e,f,x,d,o,8.91,6.04,e,f,o,p,f,f,f,w,d,s
[p],8.67,x,y,r,t,a,c,p,5.62,22.67,e,y,r,p,f,f,f,w,d,a
[p],9.9,x,h,n,f,a,c,b,8.16,17.24,s,y,w,p,f,f,f,n,g,a
[e],7.43,f,y,n,f,a,c,w,6.74,23.18,e,i,n,p,w,t,e,w,d,u
[p],4.52,f,t,y,t,x,c,y,3.67,12.2,e,s,e,p,f,f,f,b,d,u
[p],8.25,s,s,n,f,x,c,w,5.9,12.68,e,g,b,p,f,f,f,w,g,u
[e],17.11,s,f,w,t,a,c,p,6.66,31.89,e,t,w,p,f,f,f,p,d,a
[e],2.12,f,s,p,f,f,f,f,2.22,9.25,e,s,e,p,f,f,f,p,d,u
[p],1.19,f,i,k,f,a,c,g,0.47,1.66,e,i,w,u,g,f,f,k,d,u
[e],8.5,f,s,u,t,a,c,w,5.85,21.67,e,s,n,p,f,f,f,w,d,s
[e],13.1,x,s,y,f,f,f,f,7.12,13.48,s,y,y,p,f,f,f,n,d,u
[p],7.52,f,t,e,t,d,c,e,4.49,23.04,e,s,w,p,f,f,f,b,d,u
[e],4.68,f,t,o,t,d,c,o,6.23,16.91,e,t,o,p,f,f,f,y,d,u
[p],9.97,f,t,e,f,a,c,y,7.38,21.7,e,s,w,p,f,f,f,y,d,a
[p],0.47,x,s,o,f,d,d,o,1.79,0.87,e,s,o,p,f,f,f,w,d,u
[e],14.39,x,y,y,f,x,c,w,8.56,37.23,e,i,w,p,f,f,f,w,d,a
[p],3.18,f,s,b,f,a,c,w,6.0,5.73,e,s,b,p,w,t,r,b,d,s
[p],6.36,s,s,p,f,s,c,b,6.1,11.19,e,g,n,p,f,f,f,w,g,u
[e],14.12,x,s,n,f,f,f,f,8.13,13.53,s,y,y,p,f,f,f,y,d,u
[e],2.37,x,s,n,t,a,c,w,3.39,2.58,e,s,n,p,f,f,f,w,d,a
[p],7.12,x,s,w,t,e,c,p,6.41,8.21,b,s,w,p,w,t,r,n,d,u
[e],7.18,x,s,n,f,f,f,f,6.13,12.63,s,y,y,p,f,f,f,n,d,u
[e],1.71,x,s,y,f,f,f,f,2.14,2.71,e,s,y,p,f,f,f,y,d,u
[e],15.11,x,s,y,f,f,f,f,8.44,13.56,s,y,y,p,f,f,f,n,d,a
[p],9.23,x,t,e,f,d,c,y,6.77,21.56,e,s,w,p,f,f,f,y,d,u
[p],8.34,x,s,w,f,e,c,w,11.14,10.79,s,s,w,u,w,t,r,w,d,a
[e],9.78,x,s,e,t,f,f,f,7.04,21.76,e,s,y,p,f,f,f,n,d,u
[e],7.61,x,s,w,f,d,c,w,7.07,1.24,e,i,w,p,f,f,f,w,d,a
[p],4.89,f,s,w,f,s,c,w,4.72,15.39,s,k,w,p,f,f,f,w,d,s
[p],6.84,x,s,n,t,d,c,w,5.0,19.76,e,s,n,p,f,f,f,y,d,u
[e],7.64,f,g,n,f,e,c,w,15.4,15.06,e,g,w,u,w,f,f,w,g,s
[e],2.17,x,s,n,t,d,c,p,4.52,5.57,e,s,n,p,f,f,f,w,d,s
[e],7.97,f,y,u,f,d,c,y,4.99,15.09,e,s,u,p,f,f,f,y,d,u
[e],8.12,x,y,y,t,d,c,y,3.86,15.62,e,s,n,p,f,f,f,b,d,a
[p],6.31,x,t,e,t,x,c,n,5.22,16.08,e,y,w,p,f,f,f,w,d,a
[e],3.21,f,t,w,f,d,d,w,5.49,0.59,e,s,w,p,f,f,f,w,d,a
[e],5.57,x,k,n,f,a,c,e,5.83,8.76,e,k,e,p,y,t,e,n,d,a
[e],4.55,x,s,y,f,e,c,w,7.85,5.62,e,k,p,p,f,f,f,p,d,a
[p],10.76,f,s,n,f,x,d,o,11.7,8.35,e,f,o,p,f,f,f,w,d,u
[e],6.78,f,i,b,f,a,c,w,5.58,16.06,e,y,n,p,w,t,e,w,d,a
[e],15.03,x,f,u,t,a,c,p,3.87,22.94,e,t,w,p,f,f,f,p,d,a
[e],2.65,x,k,e,f,d,d,o,6.45,4.6,e,s,o,p,f,f,f,w,d,u
[p],6.8,f,s,w,f,a,d,b,7.37,9.52,e,s,b,p,w,f,f,p,d,u
[p],11.89,x,s,y,f,a,c,w,9.78,38.15,e,s,w,p,f,f,f,b,b,a
[p],6.57,f,t,y,t,s,c,b,5.28,15.65,e,s,e,p,f,f,f,b,d,a
[p],7.07,x,i,n,t,f,f,f,9.22,17.08,e,y,y,p,f,f,f,n,d,a
[e],7.04,o,t,y,t,f,f,f,7.17,5.4,e,y,n,p,f,f,f,n,d,u
[p],9.68,f,s,e,f,a,c,w,7.06,22.81,e,s,e,p,f,f,f,o,d,u
[p],4.31,x,h,g,f,x,c,w,6.16,3.66,e,i,w,p,f,f,f,w,d,s
[p],16.2,x,s,n,t,d,c,n,7.52,28.37,e,t,n,p,f,f,f,y,d,a
[e],9.81,x,s,n,f,f,f,f,17.24,17.11,e,y,n,p,f,f,f,n,d,u
[p],6.81,x,y,w,t,e,c,n,11.17,12.23,s,s,w,p,w,t,r,n,d,a
[e],10.2,p,y,r,f,x,c,w,6.04,27.99,e,s,w,p,f,f,f,w,d,a
[p],8.35,x,d,n,t,a,c,y,6.4,9.98,e,s,n,p,f,f,f,y,h,a
[e],6.36,x,h,b,f,d,c,w,3.22,4.37,e,s,w,p,f,f,f,g,d,u
[p],2.65,f,t,p,f,a,c,w,1.46,0.24,e,s,w,p,f,f,f,w,g,a
[e],13.87,x,s,y,f,f,f,f,8.58,21.55,c,s,w,p,f,f,f,n,d,u
[p],4.25,c,h,w,f,x,c,w,7.72,4.21,e,i,w,p,f,f,f,w,d,a
[e],2.71,x,s,e,t,f,f,f,3.41,6.23,e,s,y,p,f,f,f,n,u,a
[p],0.75,x,s,o,f,d,d,w,1.84,0.78,e,s,o,p,f,f,f,w,d,s
[p],5.54,f,t,n,f,a,c,p,5.59,5.78,e,s,w,p,f,f,f,p,d,s
[e],8.17,f,i,b,f,a,c,w,5.98,16.48,e,i,n,p,w,t,e,w,d,a
[e],9.63,f,y,b,f,a,c,w,5.74,15.12,e,i,n,p,w,t,e,w,d,u
[p],13.32,x,s,o,f,d,c,o,10.3,16.85,e,s,o,p,f,f,f,w,d,a
[e],8.79,s,y,e,f,a,c,y,5.27,16.9,e,s,p,p,f,f,f,y,d,s
[e],2.8,x,s,e,t,f,f,f,5.44,7.69,e,s,y,p,f,f,f,n,u,a
[p],10.0,x,y,r,t,a,c,p,4.55,15.12,e,y,r,p,f,f,f,w,d,a
[p],8.16,f,y,w,f,e,c,w,11.21,10.03,s,s,w,u,w,t,r,w,d,a
[p],7.48,f,t,n,f,a,c,g,6.37,8.11,e,s,g,p,f,f,f,p,d,s
[p],11.07,x,y,y,t,e,c,w,12.31,11.67,b,y,y,u,y,t,r,w,u,s
[p],7.35,x,i,p,t,d,c,w,4.85,14.09,e,s,p,p,f,f,f,w,d,a
[e],5.24,x,y,u,f,e,c,n,4.6,16.17,e,s,w,p,w,t,e,n,m,a
[p],9.81,s,t,w,t,d,c,y,5.46,20.55,e,s,y,p,f,f,f,w,d,u
[e],3.18,x,s,e,t,f,f,f,5.23,8.81,e,s,y,p,f,f,f,n,g,a
[e],4.08,b,y,g,f,a,c,g,8.59,4.44,e,i,w,p,w,t,s,k,d,a
[p],12.65,f,y,e,f,x,d,y,9.76,9.72,e,f,o,p,f,f,f,w,d,s
[p],8.2,f,s,p,f,a,d,w,5.72,16.53,e,s,p,p,f,f,f,b,d,u
[p],4.71,x,s,y,f,e,c,w,5.51,9.63,b,i,w,u,w,t,e,w,g,a
[p],16.15,s,s,o,f,d,c,o,15.21,16.16,e,s,o,p,f,f,f,y,d,a
[e],12.83,f,s,w,f,a,c,w,9.96,30.01,e,s,w,p,w,t,r,w,d,a
[p],7.36,x,y,w,f,e,c,w,10.16,11.88,s,s,w,u,w,t,r,w,d,a
[p],6.57,s,i,w,t,d,c,p,4.9,15.18,e,s,p,p,f,f,f,w,d,a
[e],6.56,x,s,u,t,a,c,w,5.48,18.28,e,s,w,p,f,f,f,w,d,u
[e],7.03,x,i,u,f,e,c,p,4.45,15.28,e,s,w,p,w,t,e,n,g,u
[e],4.49,x,y,l,t,d,c,y,3.96,17.9,e,s,y,p,f,f,f,y,d,a
[e],6.91,f,s,e,t,a,c,w,4.98,16.26,e,s,n,p,f,f,f,w,d,s
[e],7.24,x,s,n,f,f,f,f,14.7,15.06,e,y,e,p,f,f,f,n,d,a
[p],5.21,f,k,n,f,a,c,g,5.37,9.55,e,s,w,p,f,f,f,p,d,s
[p],6.16,x,t,e,t,d,c,e,4.61,22.38,e,s,o,p,f,f,f,b,d,a
[e],5.62,x,t,n,t,f,f,f,3.89,1.91,e,y,n,p,f,f,f,n,d,a
[e],9.22,x,s,n,f,f,f,f,7.71,19.93,c,s,w,p,f,f,f,y,d,u
[p],4.4,f,y,g,f,e,c,w,4.99,6.25,b,y,g,p,w,f,f,w,d,s
[p],0.55,x,s,o,f,d,d,o,1.82,0.65,e,s,o,p,f,f,f,w,d,s
[p],6.24,f,s,w,t,d,c,w,5.16,13.78,e,s,w,p,f,f,f,b,d,u
[p],6.79,f,y,k,t,d,c,k,2.77,18.46,e,s,w,p,f,f,f,w,d,a
[e],6.2,x,i,y,f,f,f,f,6.64,7.86,b,i,y,p,w,t,e,n,d,a
[p],9.0,x,t,y,t,e,c,w,10.95,10.1,b,y,y,u,y,t,r,w,d,a
[e],6.79,s,y,n,f,d,c,w,3.54,12.07,e,t,u,p,f,f,f,y,d,u
[e],2.82,x,s,e,f,d,d,y,8.08,6.57,e,s,o,p,f,f,f,w,d,u
[p],7.13,x,i,p,t,d,c,p,4.8,16.37,e,s,p,p,f,f,f,w,d,u
[e],13.07,x,s,b,f,f,f,f,11.49,22.84,e,s,g,p,f,f,f,n,d,a
[p],3.58,f,s,b,f,a,c,n,6.7,4.44,e,s,b,p,w,t,r,b,d,s
[e],11.77,f,s,y,f,e,c,w,5.63,31.01,e,s,w,p,f,f,f,w,d,a
[p],7.25,x,y,w,f,e,c,w,8.91,8.93,s,y,w,u,w,t,r,w,d,a
[e],4.17,x,k,y,f,a,c,e,7.2,8.65,e,k,e,p,y,t,e,n,d,u
[p],5.32,s,s,n,f,s,c,w,5.04,6.96,e,g,n,p,f,f,f,w,g,u
[e],19.76,x,t,u,t,a,c,w,9.43,30.5,e,s,e,p,f,f,f,y,d,u
[e],11.63,f,s,b,f,d,c,w,4.81,8.62,e,s,w,p,f,f,f,g,d,w
[p],7.48,x,t,n,t,a,c,w,4.57,27.61,e,s,o,p,f,f,f,b,d,u
[p],5.67,f,y,n,f,x,d,y,7.78,5.56,e,f,o,p,f,f,f,w,d,a
[p],4.8,x,s,y,f,e,c,w,4.89,8.61,b,s,w,u,w,t,e,w,d,a
[p],7.11,f,s,o,f,d,d,w,3.58,15.36,e,s,w,p,f,f,f,b,d,a
[p],7.86,f,y,w,f,e,c,w,9.78,11.0,s,y,w,u,w,t,r,w,d,a
[p],12.72,x,s,n,t,d,c,w,8.6,27.86,e,t,n,p,f,f,f,y,d,a
[p],7.36,x,y,w,t,e,d,y,18.23,17.76,b,s,w,u,w,t,p,w,g,a
[p],3.96,c,s,b,f,a,d,p,8.21,8.33,e,g,n,p,f,f,f,p,d,s
[p],6.52,x,t,y,f,e,c,w,7.69,10.79,b,i,w,u,w,t,e,w,g,a
[e],8.59,x,w,n,t,d,c,w,8.54,18.39,e,g,b,p,f,f,f,w,d,u
[p],13.27,s,s,n,f,a,c,w,10.88,39.09,e,s,y,p,f,f,f,b,b,a
[p],5.18,x,g,n,f,a,d,p,11.61,5.9,e,y,o,p,f,f,f,w,d,a
[p],3.34,x,s,b,f,a,c,w,6.56,5.09,e,s,b,p,w,t,r,b,d,s
[e],1.6,x,s,e,t,a,c,p,4.01,6.38,e,s,n,p,f,f,f,y,d,a
[e],9.39,x,s,w,t,e,c,n,9.9,11.89,s,s,w,p,y,t,r,n,d,a
[e],4.89,f,s,o,t,a,c,w,5.77,4.93,e,s,b,p,f,f,f,w,d,a
[e],2.68,x,s,e,f,f,f,f,2.09,9.32,e,s,p,p,f,f,f,p,d,u
[p],6.01,x,g,n,f,a,d,p,10.08,4.88,e,y,o,p,f,f,f,w,d,a
[e],7.55,f,s,b,f,d,c,w,4.32,9.96,e,s,w,p,f,f,f,w,d,w
[e],2.66,x,s,p,f,f,f,f,3.35,11.06,e,s,p,p,f,f,f,w,d,u
[p],5.28,x,y,b,f,e,c,w,6.46,9.16,b,s,w,u,w,t,e,w,g,u
[e],2.45,f,s,n,t,d,d,b,15.75,10.73,e,s,n,p,w,f,f,w,d,a
[p],15.47,s,s,n,f,a,c,w,10.89,33.9,e,s,n,p,f,f,f,b,b,u
[p],1.87,x,w,y,f,e,c,n,0.1,4.72,e,p,p,p,f,f,f,w,d,a
[e],6.39,x,y,n,f,a,c,w,6.58,19.44,e,i,w,p,w,t,e,w,d,u
[e],5.45,f,w,n,t,d,c,w,6.22,9.12,e,s,b,p,f,f,f,w,d,a
[p],4.39,c,h,w,f,x,c,w,6.16,4.34,e,i,w,p,f,f,f,w,d,u
[p],13.64,x,s,o,f,d,c,o,16.1,16.63,e,s,o,p,f,f,f,y,g,a
[e],6.13,x,i,y,f,f,f,f,7.57,13.48,b,s,n,p,w,t,e,n,d,a
[p],3.13,f,t,y,t,s,c,b,4.76,13.12,e,s,n,p,f,f,f,b,d,a
[e],5.65,c,s,y,f,e,c,w,9.29,11.87,e,s,w,p,f,f,f,p,d,u
[p],2.29,b,g,k,f,a,c,k,1.27,2.73,e,i,w,u,g,f,f,k,d,u
[p],11.65,x,y,r,t,d,c,p,6.23,19.66,e,y,r,p,f,f,f,w,d,a
[e],10.16,p,s,r,f,x,c,w,5.97,27.74,e,s,w,p,f,f,f,w,d,u
[p],13.44,x,s,n,t,d,c,n,6.33,23.45,e,s,n,p,f,f,f,y,d,s
[e],5.29,o,y,w,f,e,c,k,9.25,5.17,e,i,w,p,w,t,s,k,d,a
[p],6.76,x,i,w,t,e,c,n,9.93,11.88,s,s,w,p,w,t,r,n,d,u
[p],6.92,x,y,w,t,e,c,p,4.87,7.53,b,s,w,p,w,t,r,n,d,u
[p],3.71,x,y,y,t,e,c,w,5.25,3.69,s,y,w,p,w,t,e,w,d,u
[p],8.33,f,s,w,f,e,c,w,11.09,10.72,s,s,w,u,w,t,r,w,d,a
[p],7.87,f,s,w,f,e,c,w,11.0,12.6,s,s,w,u,w,t,r,w,d,a
[e],3.18,x,s,n,t,f,f,f,2.38,4.79,e,y,n,p,f,f,f,n,d,u
[e],7.28,x,t,l,t,d,c,y,3.71,17.49,e,s,n,p,f,f,f,y,d,a
[p],3.68,x,y,n,f,s,c,y,5.19,2.32,e,y,o,p,f,f,f,w,d,s
[p],4.52,x,y,o,f,a,c,w,5.06,4.42,e,t,y,p,y,t,c,n,d,a
[p],3.35,f,k,w,f,d,d,b,6.03,5.88,e,h,b,p,w,f,f,p,d,u
[p],5.1,b,k,w,f,x,c,n,4.7,4.63,s,k,y,p,f,f,f,n,d,u
[e],13.22,x,s,y,f,f,f,f,8.19,8.28,s,y,y,p,f,f,f,y,d,u
[p],5.94,x,t,r,t,a,c,p,4.44,15.86,e,y,r,p,f,f,f,w,d,u
[p],7.04,f,s,b,t,d,c,b,8.34,9.38,e,s,b,p,f,f,f,b,d,u
[p],0.62,c,s,o,f,d,d,w,4.37,1.14,e,s,o,p,f,f,f,w,d,s
[p],8.52,x,s,n,t,d,c,w,5.06,22.5,e,t,b,p,f,f,f,y,d,s
[e],9.83,x,s,u,t,a,c,w,5.83,21.33,e,s,w,p,f,f,f,w,d,s
[p],4.36,x,t,p,f,a,c,w,4.22,0.67,e,s,w,p,f,f,f,w,g,u
[p],2.46,x,I,n,f,e,c,n,0.12,5.47,e,p,p,p,f,f,f,w,d,u
[p],3.61,f,y,n,f,s,c,w,4.46,2.79,e,y,o,p,f,f,f,w,d,s
[e],6.3,o,t,n,t,f,f,f,5.64,2.39,e,y,n,p,f,f,f,n,d,a
[e],5.94,x,i,n,f,e,c,p,4.88,15.92,e,s,w,p,w,t,e,n,g,a
[p],4.88,f,y,o,f,e,c,w,7.12,6.98,b,s,y,u,y,t,r,w,d,u
[e],17.57,x,s,n,f,f,f,f,10.37,15.8,s,y,y,p,f,f,f,n,d,a
[p],4.33,x,s,b,t,a,c,b,6.5,4.5,e,s,b,p,f,f,f,b,d,a
[p],7.83,x,t,r,t,a,c,p,2.36,16.93,e,t,r,p,f,f,f,w,d,a
[e],9.3,x,s,g,f,d,c,w,7.47,1.75,e,i,w,p,f,f,f,w,d,a
[p],8.33,f,t,y,t,e,c,w,9.46,8.66,b,s,y,u,y,t,r,w,u,u
[p],7.22,f,t,o,f,e,c,y,9.47,12.15,b,y,y,u,y,t,r,w,d,a
[p],4.04,c,h,w,f,x,c,w,5.85,4.1,e,s,g,p,f,f,f,w,d,a
[p],3.33,b,s,n,f,e,d,p,7.56,7.38,e,g,n,p,f,f,f,p,d,s
[p],20.59,f,s,w,t,e,c,n,16.22,19.88,e,s,w,p,w,t,l,r,m,u
[p],7.49,x,y,n,t,e,c,n,10.97,12.53,s,s,w,p,w,t,r,n,d,a
[p],8.23,b,k,w,f,x,c,n,6.15,8.03,s,k,y,p,f,f,f,n,d,a
[p],12.67,x,y,w,f,e,c,w,19.77,18.38,b,s,w,u,w,t,l,w,d,a
[e],8.17,x,t,y,f,f,f,f,10.51,10.75,e,t,y,p,f,f,f,n,d,a
[p],9.49,f,t,e,f,a,c,y,7.43,22.08,e,s,w,p,f,f,f,y,d,u
[e],7.29,x,s,b,t,d,c,w,4.5,7.72,e,s,n,p,f,f,f,w,d,u
[p],9.36,f,s,w,t,d,c,w,6.79,14.67,e,s,w,p,f,f,f,b,d,u
[e],3.86,f,s,o,f,a,c,o,4.48,5.11,e,s,o,p,f,f,f,n,d,a
